origin,saved_converged,rerun_converged,warnflag,task,iterations,function_calls,objective_value,gradient_l2_norm,gradient_max_abs,drift,ma.L1,ma.L2,sigma2,minimum_ma_root_modulus,training_return_volatility,trailing_20_return_volatility,trailing_60_return_volatility,absolute_1_day_return,absolute_5_day_return,absolute_20_day_return,convergence_matches_saved
2019-03-14,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,110,-3.048626491319942,0.022238969802035168,0.020130260880435406,0.00035335498319991775,-0.06408106721287597,-0.05470563737771607,0.00013157997534079353,3.729711029555536,0.011516292311029047,0.005584149688404865,0.011892644955204961,0.0006395819562143856,0.022116797186094495,0.02218980088162059,True
2019-03-21,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,110,-3.048913130976673,0.02252751117983716,0.020533056455107557,0.0003555969698467246,-0.06409311303149483,-0.054666054112858645,0.00013150424867736142,3.730782600500215,0.011512980145297978,0.005626182167445836,0.010747843610913545,0.011231394508318893,0.017012165478734964,0.030403666078879787,True
2019-03-28,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,80,-3.049033418397585,0.022162156757381927,0.020011612278381056,0.0003532597003193942,-0.06436851474645366,-0.054691665271760725,0.00013147298683154187,3.7278523496543086,0.011511814550798399,0.007510727540618866,0.008498062036330056,0.003782828781941028,0.014219232755395161,0.011653126906437272,True
2019-04-04,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,80,-3.049303415705455,0.022279494838116396,0.020176666870597108,0.0003564196423221555,-0.06423582096868323,-0.0546498455362811,0.00013140186494092524,3.7301325444540048,0.011508584737789488,0.0072246963402302295,0.0066978529741099965,0.0026497601322077458,0.02278663720657459,0.047696367116008886,True
2019-04-11,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,95,-3.049648978992572,0.022169824824886202,0.02001078289737274,0.0003567230254455792,-0.0642383227296829,-0.05465799266884958,0.00013131118102511745,3.729872600563348,0.011504617527179496,0.006710319638353234,0.006568065258894981,0.00027760565070433785,0.003580422824128071,0.029159992754042463,True
2019-04-18,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,95,-3.049997275670348,0.022163302603941084,0.020001025990978808,0.0003574029839671953,-0.06425556966198674,-0.0546297001894067,0.00013121970605230152,3.7305704865061045,0.011500604274237594,0.006343806542531995,0.006096569164072951,0.001967275321327122,0.006260705321135873,0.018408532596443372,True
2019-04-26,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,100,-3.050319662540622,0.02233261627389123,0.02024364831321174,0.0003588463677459001,-0.0642713594948498,-0.05463126160048731,0.00013113490663491955,3.730399602837842,0.011496909641525803,0.004079905094286704,0.0057285464196186195,0.004645802384374065,0.01162097210251023,0.04424873745434876,True
2019-05-03,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,110,-3.050612214542288,0.02249129279765445,0.02047371752134092,0.00035884994859726276,-0.06427011808347681,-0.05472765252910398,0.00013105798129932686,3.7275701013008624,0.011493602998871784,0.004336735536270729,0.005822422590711133,0.009740435867145791,0.002111030590937979,0.023573130838712153,True
2019-05-10,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,25,-3.050787094294952,0.022271072537898725,0.02015145872391594,0.00035555872175710613,-0.06417255829662144,-0.054804307683602345,0.00013101239046544655,3.7260860789200603,0.011491575389651296,0.005893770505836875,0.0060110787001105654,0.005010856404969566,0.020374129043545075,0.00038142102896099317,True
2019-05-17,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,25,-3.0506665874297676,0.02210420599046971,0.019909752424496167,0.0003541402059452708,-0.06446465537240387,-0.05471365888360669,0.00013104417416717184,3.726446426826832,0.0114931260334793,0.008835472072761169,0.007014998955564207,0.0064858854106573105,0.007875246986252193,0.01451737333634906,True
2019-05-24,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,25,-3.0508859763734497,0.021977080019019494,0.019713523968789507,0.00035228195167971916,-0.06446947963327865,-0.054933238262227284,0.00013098682956633913,3.7199691684372485,0.011490750019682942,0.009200220797888715,0.007321978283715738,0.0022657082169548204,0.010763278409168464,0.036901623848027754,True
2019-06-03,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,25,-3.051041403615543,0.021768025471793198,0.019382110982846205,0.0003476378270936511,-0.06435716333332844,-0.05467616856298186,0.00013094639474267814,3.7283982235654602,0.01148872782658328,0.009214739177605345,0.00752197858945528,0.0025462089902577034,0.029462770539628202,0.06847542497859394,True
2019-06-10,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2,105,-3.0510192879879963,0.022647197076634075,0.020672779132979657,0.0003548414651383512,-0.06399135954869244,-0.0547207136367518,0.00013095118893614784,3.729975460159073,0.011488741601115363,0.010780388055883126,0.00797217804917448,0.004578132449499783,0.05111651171664189,0.003015215781593028,True
